"id","entity1","entity1_label","relation","entity2","entity2_label","score","sentence","method","entity1_negated","entity1_uncertain","entity1_family","entity1_historical","entity2_negated","entity2_uncertain","entity2_family","entity2_historical","assertion","entity1_cui","entity1_canonical_name","entity1_semantic_group","entity2_cui","entity2_canonical_name","entity2_semantic_group"
"97","enlarged","SIGN_SYMPTOM","AFFECTS","perithyroid lymph nodes","BIOLOGICAL_STRUCTURE","0.8739","No enlarged perithyroid lymph nodes found.","biolink_bert","True","False","False","False","True","False","False","False","negated","C0442800","Enlarged","CONC","","",""
"97","Nodular thyroid lesions","DISEASE_DISORDER","DIAGNOSES","fine-needle biopsy","DIAGNOSTIC_PROCEDURE","0.8896","Conclusion: Nodular thyroid lesions, without indications for fine-needle biopsy.","biolink_bert","False","False","False","False","True","False","False","False","negated","C1518345","Nodular lesions","DISO","C0085846","Fine-needle biopsy","PROC"
"98","removal of the left thyroid lobe","THERAPEUTIC_PROCEDURE","CAUSES","nodular goitre","DISEASE_DISORDER","0.8781","Status post removal of the left thyroid lobe for nodular goitre.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0405532","Lobectomy of thyroid gland","PROC","C0018023","Nodular Goiter","DISO"
"103","enlarged","SIGN_SYMPTOM","LOCATED_IN","right lobe","BIOLOGICAL_STRUCTURE","0.8689","Thyroid normally positioned, enlarged in the region of the right lobe, with smooth external outlines.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0442800","Enlarged","CONC","C1261075","Structure of right lower lobe of lung","ANAT"
"105","Right lobe","BIOLOGICAL_STRUCTURE","HAS_VOLUME","11 ml","VOLUME","0.9185","Right lobe measuring 23x18x52 mm, volume 11 ml.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C1261075","Structure of right lower lobe of lung","ANAT","C0439242","milliliter","CONC"
"106","examination","DIAGNOSTIC_PROCEDURE","OCCURS_AT","2018","DATE","0.8919","Compared with the available examination from 2018, progression in size of the dominant nodules in both lobes.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0031809","Physical Examination","PROC","","",""
"106","examination","DIAGNOSTIC_PROCEDURE","REVEALS","progression in size","SIGN_SYMPTOM","0.9101","Compared with the available examination from 2018, progression in size of the dominant nodules in both lobes.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0031809","Physical Examination","PROC","C0242656","Disease Progression","DISO"
"106","progression in size","SIGN_SYMPTOM","ASSOCIATED_WITH","dominant nodules","SIGN_SYMPTOM","0.8129","Compared with the available examination from 2018, progression in size of the dominant nodules in both lobes.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0242656","Disease Progression","DISO","C1527180","Dominant","CONC"
"106","dominant nodules","SIGN_SYMPTOM","AFFECTS","both lobes","BIOLOGICAL_STRUCTURE","0.8527","Compared with the available examination from 2018, progression in size of the dominant nodules in both lobes.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C1527180","Dominant","CONC","C0796494","lobe","ANAT"
"109","Bilaterally","AREA","CONTAINS","thyroid","BIOLOGICAL_STRUCTURE","0.902","Bilaterally in the thyroid, mainly solid focal lesions are visible.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0238767","Bilateral","CONC","C0040132","Thyroid Gland","ANAT"
"110","lower third","AREA","CONTAINS","right lobe","BIOLOGICAL_STRUCTURE","0.8684","In the lower third of the right lobe a conglomerate of solid, well-demarcated, isoechoic focal lesions with peripheral vascularity, measuring up to 26x30x24 mm, is visible.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0442051","Lower third","CONC","C1261075","Structure of right lower lobe of lung","ANAT"
"111","fine-needle biopsy","DIAGNOSTIC_PROCEDURE","MEASURES","Bethesda II","LAB_VALUE","0.8506","On fine-needle biopsy Bethesda II - in the lower part of the isthmus a conglomerate of similar focal lesions measuring up to 24x20x10 mm, also with peripheral vascularity.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0085846","Fine-needle biopsy","PROC","C0439151","Bethesda units","CONC"
"111","fine-needle biopsy","DIAGNOSTIC_PROCEDURE","PERFORMED_ON","lower part","AREA","0.8572","On fine-needle biopsy Bethesda II - in the lower part of the isthmus a conglomerate of similar focal lesions measuring up to 24x20x10 mm, also with peripheral vascularity.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0085846","Fine-needle biopsy","PROC","C0441994","Lower - spatial qualifier","CONC"
"111","fine-needle biopsy","DIAGNOSTIC_PROCEDURE","REVEALS","conglomerate of similar focal lesions","SIGN_SYMPTOM","0.8736","On fine-needle biopsy Bethesda II - in the lower part of the isthmus a conglomerate of similar focal lesions measuring up to 24x20x10 mm, also with peripheral vascularity.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0085846","Fine-needle biopsy","PROC","","",""
"111","lower part","AREA","CONTAINS","isthmus","BIOLOGICAL_STRUCTURE","0.8791","On fine-needle biopsy Bethesda II - in the lower part of the isthmus a conglomerate of similar focal lesions measuring up to 24x20x10 mm, also with peripheral vascularity.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0441994","Lower - spatial qualifier","CONC","C1288329","Structure of lower uterine segment","ANAT"
"113","bands of fibrosis","SIGN_SYMPTOM","QUANTIFIES","not increased","LAB_VALUE","0.9007","Parenchyma heterogeneous, with bands of fibrosis; vascularity not increased on colour Doppler.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0016059","Fibrosis","DISO","C0442805","Increase","CONC"
"113","vascularity","DIAGNOSTIC_PROCEDURE","MEASURES","not increased","LAB_VALUE","0.915","Parenchyma heterogeneous, with bands of fibrosis; vascularity not increased on colour Doppler.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C4068833","Vascularity","DISO","C0442805","Increase","CONC"
"113","not increased","LAB_VALUE","IS_VALUE_OF","colour Doppler","DIAGNOSTIC_PROCEDURE","0.8432","Parenchyma heterogeneous, with bands of fibrosis; vascularity not increased on colour Doppler.","biolink_bert","False","False","False","False","True","False","False","False","negated","C0442805","Increase","CONC","","",""
"114","focal lesions","SIGN_SYMPTOM","AFFECTS","thyroid","BIOLOGICAL_STRUCTURE","0.824","No other focal lesions were visualised in the thyroid.","biolink_bert","True","False","False","False","False","False","False","False","negated","C0221198","Lesion","DISO","C0040132","Thyroid Gland","ANAT"
"114","pathologically enlarged","SIGN_SYMPTOM","AFFECTS","cervical lymph nodes","BIOLOGICAL_STRUCTURE","0.8507","No pathologically enlarged cervical lymph nodes visible.","biolink_bert","True","False","False","False","True","False","False","False","negated","","","","C0588054","Cervical lymph node group","ANAT"
"115","slightly enlarged","SIGN_SYMPTOM","ASSOCIATED_WITH","segmentally irregular external outlines","SIGN_SYMPTOM","0.8139","Thyroid normally positioned, slightly enlarged, with segmentally irregular external outlines.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","","","","","",""
"118","enlarged","SIGN_SYMPTOM","AFFECTS","perithyroid lymph nodes","BIOLOGICAL_STRUCTURE","0.8683","No enlarged perithyroid lymph nodes visible.","biolink_bert","True","False","False","False","True","False","False","False","negated","C0442800","Enlarged","CONC","","",""
"122","numerous","QUANTITATIVE_CONCEPT","QUANTIFIES","bands of fibrosis","SIGN_SYMPTOM","0.886","Thyroid parenchyma heterogeneous, with numerous bands of fibrosis and hypoechoic areas, with sparse vascularity on colour Doppler.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0439064","Numerous","CONC","C0016059","Fibrosis","DISO"
"122","bands of fibrosis","SIGN_SYMPTOM","ASSOCIATED_WITH","hypoechoic areas","SIGN_SYMPTOM","0.8089","Thyroid parenchyma heterogeneous, with numerous bands of fibrosis and hypoechoic areas, with sparse vascularity on colour Doppler.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0016059","Fibrosis","DISO","","",""
"123","not enlarged","SIGN_SYMPTOM","ASSOCIATED_WITH","increased vascular flow","SIGN_SYMPTOM","0.8119","Thyroid of typical echogenicity, not enlarged, without increased vascular flow through the parenchyma.","biolink_bert","False","False","False","False","True","False","False","False","negated","C1293134","Enlargement procedure","PROC","C0232341","Increased vascular flow","DISO"
"123","increased vascular flow","SIGN_SYMPTOM","LOCATED_IN","parenchyma","BIOLOGICAL_STRUCTURE","0.8288","Thyroid of typical echogenicity, not enlarged, without increased vascular flow through the parenchyma.","biolink_bert","True","False","False","False","False","False","False","False","negated","C0232341","Increased vascular flow","DISO","C0933845","Parenchyma","ANAT"
"124","not enlarged","SIGN_SYMPTOM","ASSOCIATED_WITH","retracted outlines","SIGN_SYMPTOM","0.8055","Thyroid in typical position, not enlarged, with retracted outlines and heterogeneous echostructure, with bands of fibrosis.","biolink_bert","False","False","False","False","True","False","False","False","negated","C1293134","Enlargement procedure","PROC","C3245508","negative resolution <retracted>","CONC"
"124","not enlarged","SIGN_SYMPTOM","ASSOCIATED_WITH","heterogeneous echostructure","SIGN_SYMPTOM","0.8109","Thyroid in typical position, not enlarged, with retracted outlines and heterogeneous echostructure, with bands of fibrosis.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C1293134","Enlargement procedure","PROC","","",""
"124","not enlarged","SIGN_SYMPTOM","ASSOCIATED_WITH","bands of fibrosis","SIGN_SYMPTOM","0.8033","Thyroid in typical position, not enlarged, with retracted outlines and heterogeneous echostructure, with bands of fibrosis.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C1293134","Enlargement procedure","PROC","C0016059","Fibrosis","DISO"
"125","non-enlarged","SIGN_SYMPTOM","AFFECTS","perithyroid lymph nodes","BIOLOGICAL_STRUCTURE","0.864","Single, non-enlarged perithyroid lymph nodes present.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C1293134","Enlargement procedure","PROC","","",""
"126","Nodule","SIGN_SYMPTOM","AFFECTS","right lobe","BIOLOGICAL_STRUCTURE","0.8744","Nodule of the right lobe stable in size relative to the previous examination.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0028259","Nodule","DISO","C1261075","Structure of right lower lobe of lung","ANAT"
"126","thyroid nodules","SIGN_SYMPTOM","ASSOCIATED_WITH","Nodule","SIGN_SYMPTOM","0.8111","No new thyroid nodules visible.","biolink_bert","True","False","False","False","False","False","False","False","negated","C0040137","Thyroid Nodule","DISO","C0028259","Nodule","DISO"
"127","not enlarged","SIGN_SYMPTOM","AFFECTS","jugular notch of the sternum","BIOLOGICAL_STRUCTURE","0.8488","Thyroid not enlarged, does not extend below the jugular notch of the sternum.","biolink_bert","False","False","False","False","True","False","False","False","negated","C1293134","Enlargement procedure","PROC","","",""
"129","lesion","SIGN_SYMPTOM","LOCATED_IN","centre","AREA","0.8515","Below, an oval hypoechoic lesion with a hyperechoic centre measuring 4 mm.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","C0205099","Central","CONC"
"129","lesion","SIGN_SYMPTOM","AFFECTS","lobes","BIOLOGICAL_STRUCTURE","0.8234","In addition, focal lesions of spongiform structure measuring up to 9 mm are visible in both lobes.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","C0796494","lobe","ANAT"
"133","atrophic","SIGN_SYMPTOM","AFFECTS","parenchyma","BIOLOGICAL_STRUCTURE","0.8658","Thyroid with atrophic parenchyma; focal lesions, TIRADS 4, for periodic ultrasound follow-up.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0151514","Atrophic condition of skin","DISO","C0933845","Parenchyma","ANAT"
"133","focal lesions","SIGN_SYMPTOM","QUANTIFIES","TIRADS 4","LAB_VALUE","0.8938","Thyroid with atrophic parenchyma; focal lesions, TIRADS 4, for periodic ultrasound follow-up.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","","",""
"134","two","QUANTITATIVE_CONCEPT","QUANTIFIES","focal lesions","SIGN_SYMPTOM","0.8948","In the right lobe two hyperechoic focal lesions.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0205448","Two","CONC","C0221198","Lesion","DISO"
"134","mid portion","AREA","CONTAINS","right lobe","BIOLOGICAL_STRUCTURE","0.9173","In the mid portion of the right lobe and laterally, measuring 3x3x3 mm.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0449719","Part","CONC","C1261075","Structure of right lower lobe of lung","ANAT"
"136","lesion","SIGN_SYMPTOM","ASSOCIATED_WITH","marginal calcification","SIGN_SYMPTOM","0.8222","Also in the mid portion and centrally, a lesion measuring 9x5x10 mm with a marginal calcification 2 mm long.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0221198","Lesion","DISO","C0006660","Physiologic calcification","PHYS"
"136","lower part","AREA","CONTAINS","isthmus","BIOLOGICAL_STRUCTURE","0.9007","In the lower part of the isthmus, a further hypoechoic lesion measuring 7x6x7 mm.","biolink_bert","False","False","False","False","False","False","False","False","affirmed","C0441994","Lower - spatial qualifier","CONC","C1288329","Structure of lower uterine segment","ANAT"
