"key","name","entity_type","cui","count"
"C/Th/L/S spine","C/Th/L/S spine","BIOLOGICAL_STRUCTURE","","2"
"C0000726","Abdomen","BIOLOGICAL_STRUCTURE","C0000726","20"
"C0000737","Abdominal Pain","SIGN_SYMPTOM","C0000737","3"
"C0000768","Congenital Abnormality","SIGN_SYMPTOM","C0000768","7"
"C0000833","Abscess","DISEASE_DISORDER","C0000833","4"
"C0000872","Academic Medical Centers","NONBIOLOGICAL_LOCATION","C0000872","7"
"C0000894","Acceleration","SIGN_SYMPTOM","C0000894","8"
"C0000924","Accidents","OTHER_EVENT","C0000924","1"
"C0000962","Bone structure of acetabulum","BIOLOGICAL_STRUCTURE","C0000962","1"
"C0000970","acetaminophen","MEDICATION","C0000970","3"
"C0001208","Acromioclavicular joint structure","BIOLOGICAL_STRUCTURE","C0001208","1"
"C0001268","spectinomycin","BIOLOGICAL_STRUCTURE","C0001268","1"
"C0001418","Adenocarcinoma","DISEASE_DISORDER","C0001418","5"
"C0001428","Adenoidal structure","BIOLOGICAL_STRUCTURE","C0001428","2"
"C0001516","Adhesives","QUALITATIVE_CONCEPT","C0001516","1"
"C0001527","Adipose tissue","BIOLOGICAL_STRUCTURE","C0001527","8"
"C0001551","Immunologic Adjuvants","DETAILED_DESCRIPTION","C0001551","2"
"C0001554","Administration occupational activities","ADMINISTRATION","C0001554","16"
"C0001625","Adrenal Glands","BIOLOGICAL_STRUCTURE","C0001625","4"
"C0001632","Adrenalectomy","THERAPEUTIC_PROCEDURE","C0001632","1"
"C0001699","Klebsiella pneumoniae","DISEASE_DISORDER","C0001699","2"
"C0001899","Alanine Transaminase","DIAGNOSTIC_PROCEDURE","C0001899","1"
"C0001927","albuterol","MEDICATION","C0001927","1"
"C0001948","Alcohol consumption","ACTIVITY","C0001948","1"
"C0001962","ethanol","OTHER_ENTITY","C0001962","1"
"C0001973","Alcoholic Intoxication, Chronic","DISEASE_DISORDER","C0001973","8"
"C0002059","Alkaline Phosphatase","DIAGNOSTIC_PROCEDURE","C0002059","1"
"C0002111","Allergy Specialty","DISEASE_DISORDER","C0002111","2"
"C0002395","Alzheimer's Disease","DISEASE_DISORDER","C0002395","2"
"C0002424","Ambulatory Care Facilities","NONBIOLOGICAL_LOCATION","C0002424","5"
"C0002598","amiodarone","MEDICATION","C0002598","9"
"C0002645","amoxicillin","MEDICATION","C0002645","1"
"C0002680","ampicillin","MEDICATION","C0002680","2"
"C0002690","Amputation Stumps","BIOLOGICAL_STRUCTURE","C0002690","1"
"C0002766","Pain management","NONBIOLOGICAL_LOCATION","C0002766","4"
"C0002771","Analgesics","MEDICATION","C0002771","1"
"C0002772","Analgesics, Opioid","MEDICATION","C0002772","1"
"C0002778","Analysis of substances","DIAGNOSTIC_PROCEDURE","C0002778","2"
"C0002792","anaphylaxis","DISEASE_DISORDER","C0002792","1"
"C0002871","Anemia","DISEASE_DISORDER","C0002871","14"
"C0002886","Anemia, Macrocytic","DISEASE_DISORDER","C0002886","1"
"C0002915","General Anesthesia","THERAPEUTIC_PROCEDURE","C0002915","1"
"C0002930","Anesthesiology","AREA","C0002930","1"
"C0002940","Aneurysm","DISEASE_DISORDER","C0002940","1"
"C0002978","angiogram","DIAGNOSTIC_PROCEDURE","C0002978","1"
"C0003232","Antibiotics","MEDICATION","C0003232","6"
"C0003241","Antibodies","DIAGNOSTIC_PROCEDURE","C0003241","1"
"C0003242","Antibodies, Anti-Idiotypic","BIOLOGICAL_STRUCTURE","C0003242","6"
"C0003299","Antiepileptic Agents","MEDICATION","C0003299","2"
"C0003308","Antifungal Agents","MEDICATION","C0003308","2"
"C0003364","Antihypertensive Agents","THERAPEUTIC_PROCEDURE","C0003364","1"
"C0003424","Antisepsis","THERAPEUTIC_PROCEDURE","C0003424","2"
"C0003438","antithrombin III","DIAGNOSTIC_PROCEDURE","C0003438","2"
"C0003461","Anus","BIOLOGICAL_STRUCTURE","C0003461","1"
"C0003483","Aorta","BIOLOGICAL_STRUCTURE","C0003483","9"
"C0003484","Abdominal aorta structure","BIOLOGICAL_STRUCTURE","C0003484","7"
"C0003489","Aortic arch structure","BIOLOGICAL_STRUCTURE","C0003489","10"
"C0003492","Aortic coarctation","DISEASE_DISORDER","C0003492","1"
"C0003501","Aortic valve structure","BIOLOGICAL_STRUCTURE","C0003501","5"
"C0003504","Aortic Valve Insufficiency","DISEASE_DISORDER","C0003504","6"
"C0003507","Aortic Valve Stenosis","DISEASE_DISORDER","C0003507","9"
"C0003578","Apnea","SIGN_SYMPTOM","C0003578","4"
"C0003629","Appointments","CLINICAL_EVENT","C0003629","10"
"C0003630","Appointments and Schedules","CLINICAL_EVENT","C0003630","1"
"C0003737","Architecture","DETAILED_DESCRIPTION","C0003737","1"
"C0003811","Cardiac Arrhythmia","DISEASE_DISORDER","C0003811","7"
"C0003842","Arteries","BIOLOGICAL_STRUCTURE","C0003842","1"
"C0003844","Arteriography","DIAGNOSTIC_PROCEDURE","C0003844","1"
"C0003893","Arthroplasty","THERAPEUTIC_PROCEDURE","C0003893","3"
"C0003956","Ascending aorta structure","BIOLOGICAL_STRUCTURE","C0003956","8"
"C0003962","Ascites","SIGN_SYMPTOM","C0003962","5"
"C0003964","Peritoneal Fluid (body substance)","BIOLOGICAL_STRUCTURE","C0003964","1"
"C0004002","Aspartate Transaminase","DIAGNOSTIC_PROCEDURE","C0004002","1"
"C0004048","Inspiration function","BIOLOGICAL_ATTRIBUTE","C0004048","8"
"C0004057","aspirin","MEDICATION","C0004057","1"
"C0004093","Asthenia","SIGN_SYMPTOM","C0004093","4"
"C0004114","Astrocytoma","DISEASE_DISORDER","C0004114","1"
"C0004144","Atelectasis","DISEASE_DISORDER","C0004144","1"
"C0004238","Atrial Fibrillation","DISEASE_DISORDER","C0004238","4"
"C0004239","Atrial Flutter","DISEASE_DISORDER","C0004239","1"
"C0004245","Atrioventricular Block","DISEASE_DISORDER","C0004245","1"
"C0004339","Auscultation","DIAGNOSTIC_PROCEDURE","C0004339","15"
"C0004352","Autistic Disorder","DISEASE_DISORDER","C0004352","4"
"C0004454","Axilla","BIOLOGICAL_STRUCTURE","C0004454","1"
"C0004457","Axis vertebra","BIOLOGICAL_ATTRIBUTE","C0004457","6"
"C0004600","Back","BIOLOGICAL_STRUCTURE","C0004600","7"
"C0004604","Back Pain","SIGN_SYMPTOM","C0004604","2"
"C0004611","Bacteria","OTHER_ENTITY","C0004611","2"
"C0004670","Prevotella melaninogenica","BIOLOGICAL_STRUCTURE","C0004670","1"
"C0004708","Balloon Valvuloplasty","THERAPEUTIC_PROCEDURE","C0004708","3"
"C0004726","Bandage","OTHER_ENTITY","C0004726","3"
"C0004793","Base Sequence","DIAGNOSTIC_PROCEDURE","C0004793","6"
"C0004916","Beds","BIOLOGICAL_STRUCTURE","C0004916","5"
"C0004936","Mental disorders","DISEASE_DISORDER","C0004936","1"
"C0005070","benzoin resin","LAB_VALUE","C0005070","1"
"C0005149","beta-2 Microglobulin","DIAGNOSTIC_PROCEDURE","C0005149","1"
"C0005367","Bicarbonates","BIOLOGICAL_ATTRIBUTE","C0005367","3"
"C0005373","Bicuspid","DISEASE_DISORDER","C0005373","3"
"C0005377","Bicycling (recreational activity)","ACTIVITY","C0005377","1"
"C0005401","Intrahepatic bile duct","BIOLOGICAL_STRUCTURE","C0005401","1"
"C0005437","Bilirubin","DIAGNOSTIC_PROCEDURE","C0005437","1"
"C0005558","Biopsy","DIAGNOSTIC_PROCEDURE","C0005558","20"
"C0005680","Black Populations","COLOR","C0005680","5"
"C0005682","Urinary Bladder","BIOLOGICAL_STRUCTURE","C0005682","1"
"C0005684","Malignant neoplasm of urinary bladder","DISEASE_DISORDER","C0005684","1"
"C0005767","Blood","BIOLOGICAL_STRUCTURE","C0005767","7"
"C0005770","Blood Banks","NONBIOLOGICAL_LOCATION","C0005770","1"
"C0005771","Blood Cell Count","DIAGNOSTIC_PROCEDURE","C0005771","3"
"C0005775","Blood Circulation","BIOLOGICAL_ATTRIBUTE","C0005775","7"
"C0005798","Blood Flow Velocity","BIOLOGICAL_ATTRIBUTE","C0005798","5"
"C0005802","Blood Glucose","LAB_VALUE","C0005802","4"
"C0005803","Blood Glucose Self-Monitoring","DETAILED_DESCRIPTION","C0005803","3"
"C0005823","Blood Pressure","BIOLOGICAL_ATTRIBUTE","C0005823","4"
"C0005824","Blood pressure determination","DIAGNOSTIC_PROCEDURE","C0005824","3"
"C0005825","Continuous Sphygmomanometers","DIAGNOSTIC_PROCEDURE","C0005825","1"
"C0005847","Blood Vessel","BIOLOGICAL_STRUCTURE","C0005847","23"
"C0005902","Body Surface Area","BIOLOGICAL_ATTRIBUTE","C0005902","1"
"C0005903","Body Temperature","DIAGNOSTIC_PROCEDURE","C0005903","4"
"C0005910","Body Weight","BIOLOGICAL_ATTRIBUTE","C0005910","10"
"C0005931","Bone and Bones","BIOLOGICAL_STRUCTURE","C0005931","2"
"C0005938","Bone Density","BIOLOGICAL_ATTRIBUTE","C0005938","1"
"C0005953","Bone Marrow","BIOLOGICAL_STRUCTURE","C0005953","3"
"C0005954","Bone marrow biopsy","DIAGNOSTIC_PROCEDURE","C0005954","3"
"C0005957","Bone Marrow Examination","DIAGNOSTIC_PROCEDURE","C0005957","1"
"C0005961","Bone Marrow Transplantation","NONBIOLOGICAL_LOCATION","C0005961","2"
"C0006087","Structure of brachial artery","BIOLOGICAL_STRUCTURE","C0006087","1"
"C0006090","Brachial plexus structure","BIOLOGICAL_STRUCTURE","C0006090","1"
"C0006098","Brachytherapy","THERAPEUTIC_PROCEDURE","C0006098","4"
"C0006104","Brain","BIOLOGICAL_STRUCTURE","C0006104","23"
"C0006114","Cerebral Edema","DISEASE_DISORDER","C0006114","2"
"C0006118","Brain Neoplasms","DISEASE_DISORDER","C0006118","2"
"C0006121","Brain Stem","BIOLOGICAL_STRUCTURE","C0006121","2"
"C0006141","Breast","BIOLOGICAL_STRUCTURE","C0006141","14"
"C0006142","Malignant neoplasm of breast","DISEASE_DISORDER","C0006142","7"
"C0006145","Breast Diseases","NONBIOLOGICAL_LOCATION","C0006145","3"
"C0006147","Breast Feeding","NONBIOLOGICAL_LOCATION","C0006147","1"
"C0006155","Breathing Exercises","THERAPEUTIC_PROCEDURE","C0006155","1"
"C0006279","Bronchoalveolar Lavage Fluid","BIOLOGICAL_STRUCTURE","C0006279","1"
"C0006280","Bronchodilator Agents","MEDICATION","C0006280","1"
"C0006290","Bronchoscopy","DIAGNOSTIC_PROCEDURE","C0006290","3"
"C0006497","Buttocks","BIOLOGICAL_STRUCTURE","C0006497","3"
"C0006560","C-reactive protein","DIAGNOSTIC_PROCEDURE","C0006560","9"
"C0006625","Cachexia","OUTCOME","C0006625","4"
"C0006660","Physiologic calcification","SIGN_SYMPTOM","C0006660","15"
"C0006675","calcium","SIGN_SYMPTOM","C0006675","1"
"C0006686","calcium chloride","MEDICATION","C0006686","3"
"C0006736","Calculi","DISEASE_DISORDER","C0006736","1"
"C0006826","Malignant Neoplasms","DISEASE_DISORDER","C0006826","8"
"C0006849","Oral candidiasis","DISEASE_DISORDER","C0006849","1"
"C0006856","CANE, INCLUDES CANES OF ALL MATERIALS, ADJUSTABLE OR FIXED, WITH TIP","OTHER_ENTITY","C0006856","1"
"C0006863","cannabidiol","BIOLOGICAL_STRUCTURE","C0006863","1"
"C0006935","capsule (pharmacologic)","DOSAGE","C0006935","1"
"C0007082","Carcinoembryonic Antigen","DIAGNOSTIC_PROCEDURE","C0007082","2"
"C0007097","Carcinoma","DISEASE_DISORDER","C0007097","26"
"C0007107","Malignant neoplasm of larynx","DISEASE_DISORDER","C0007107","1"
"C0007113","Rectal Carcinoma","DISEASE_DISORDER","C0007113","1"
"C0007114","Malignant neoplasm of skin","DISEASE_DISORDER","C0007114","2"
"C0007117","Basal cell carcinoma","DISEASE_DISORDER","C0007117","6"
"C0007124","Noninfiltrating Intraductal Carcinoma","DISEASE_DISORDER","C0007124","2"
"C0007131","Non-Small Cell Lung Carcinoma","DISEASE_DISORDER","C0007131","1"
"C0007133","Carcinoma, Papillary","DISEASE_DISORDER","C0007133","1"
"C0007134","Renal Cell Carcinoma","DISEASE_DISORDER","C0007134","9"
"C0007137","Squamous cell carcinoma","DISEASE_DISORDER","C0007137","6"
"C0007144","Cardia of stomach","DISEASE_DISORDER","C0007144","2"
"C0007177","Cardiac Tamponade","DISEASE_DISORDER","C0007177","6"
"C0007189","Cardiology discipline","NONBIOLOGICAL_LOCATION","C0007189","5"
"C0007193","Cardiomyopathy, Dilated","DISEASE_DISORDER","C0007193","1"
"C0007203","Cardiopulmonary Resuscitation","THERAPEUTIC_PROCEDURE","C0007203","8"
"C0007272","Carotid Arteries","BIOLOGICAL_STRUCTURE","C0007272","5"
"C0007286","Carpal Tunnel Syndrome","DISEASE_DISORDER","C0007286","1"
"C0007430","Catheterization","THERAPEUTIC_PROCEDURE","C0007430","2"
"C0007457","Caucasian","COLOR","C0007457","1"
"C0007531","Cecum","BIOLOGICAL_STRUCTURE","C0007531","1"
"C0007546","cefazolin","MEDICATION","C0007546","2"
"C0007561","ceftriaxone","MEDICATION","C0007561","3"
"C0007562","cefuroxime","MEDICATION","C0007562","2"
"C0007570","Celiac Disease","DIAGNOSTIC_PROCEDURE","C0007570","1"
"C0007610","Cell Nucleus","BIOLOGICAL_STRUCTURE","C0007610","1"
"C0007716","cephalexin","MEDICATION","C0007716","2"
"C0007764","Structure of cerebellopontine angle","BIOLOGICAL_STRUCTURE","C0007764","1"
"C0007765","Cerebellum","BIOLOGICAL_STRUCTURE","C0007765","1"
"C0007770","Structure of cerebral artery","BIOLOGICAL_STRUCTURE","C0007770","1"
"C0007799","Cerebral Ventricles","BIOLOGICAL_STRUCTURE","C0007799","5"
"C0007820","Cerebrovascular Disorders","NONBIOLOGICAL_LOCATION","C0007820","1"
"C0007847","Malignant tumor of cervix","DISEASE_DISORDER","C0007847","1"
"C0007855","Cervical polyp","DISEASE_DISORDER","C0007855","1"
"C0007874","Cervix Uteri","BIOLOGICAL_STRUCTURE","C0007874","1"
"C0007961","charge amounts","THERAPEUTIC_PROCEDURE","C0007961","3"
"C0007966","Cheek structure","BIOLOGICAL_STRUCTURE","C0007966","3"
"C0008031","Chest Pain","SIGN_SYMPTOM","C0008031","5"
"C0008033","Pleuritic pain","THERAPEUTIC_PROCEDURE","C0008033","1"
"C0008034","Chest Tubes","THERAPEUTIC_PROCEDURE","C0008034","1"
"C0008073","Developmental Disabilities","DISEASE_DISORDER","C0008073","1"
"C0008301","Choking","SIGN_SYMPTOM","C0008301","1"
"C0008320","Cholecystectomy procedure","THERAPEUTIC_PROCEDURE","C0008320","1"
"C0008325","Cholecystitis","DISEASE_DISORDER","C0008325","1"
"C0008350","Cholelithiasis","DISEASE_DISORDER","C0008350","1"
"C0008373","Cholesteatoma","DISEASE_DISORDER","C0008373","1"
"C0008377","cholesterol","MEDICATION","C0008377","1"
"C0008479","Chondrosarcoma","DISEASE_DISORDER","C0008479","1"
"C0008679","Chronic disease","DISEASE_DISORDER","C0008679","1"
"C0008715","Chronically Ill","DISEASE_DISORDER","C0008715","1"
"C0008838","cisplatin","MEDICATION","C0008838","1"
"C0008902","Classification","LAB_VALUE","C0008902","2"
"C0008913","Bone structure of clavicle","BIOLOGICAL_STRUCTURE","C0008913","2"
"C0008947","clindamycin","MEDICATION","C0008947","1"
"C0009262","colchicine","MEDICATION","C0009262","1"
"C0009264","Cold Temperature","SIGN_SYMPTOM","C0009264","2"
"C0009378","colonoscopy","DIAGNOSTIC_PROCEDURE","C0009378","8"
"C0009393","Color","BIOLOGICAL_ATTRIBUTE","C0009393","1"
"C0009402","Colorectal Carcinoma","DISEASE_DISORDER","C0009402","3"
"C0009404","Colorectal Neoplasms","DISEASE_DISORDER","C0009404","1"
"C0009413","Colostrum","MEDICATION","C0009413","1"
"C0009437","Common bile duct structure","BIOLOGICAL_STRUCTURE","C0009437","1"
"C0009450","Communicable Diseases","DISEASE_DISORDER","C0009450","10"
"C0009516","Complement component C4","BIOLOGICAL_STRUCTURE","C0009516","1"
"C0009555","Complete Blood Count","DIAGNOSTIC_PROCEDURE","C0009555","19"
"C0009563","Biomechanical compliance","BIOLOGICAL_ATTRIBUTE","C0009563","2"
"C0009566","Complication","DISEASE_DISORDER","C0009566","2"
"C0009653","Condoms, Male","THERAPEUTIC_PROCEDURE","C0009653","2"
"C0009676","Confusion","SIGN_SYMPTOM","C0009676","1"
"C0009778","Connecticut","DIAGNOSTIC_PROCEDURE","C0009778","26"
"C0009806","Constipation","SIGN_SYMPTOM","C0009806","2"
"C0009818","Consultation","CLINICAL_EVENT","C0009818","16"
"C0009906","Combined Oral Contraceptives","MEDICATION","C0009906","2"
"C0009924","Contrast Media","MEDICATION","C0009924","24"
"C0010054","Coronary Arteriosclerosis","DISEASE_DISORDER","C0010054","8"
"C0010066","Coronary Care Units","NONBIOLOGICAL_LOCATION","C0010066","1"
"C0010200","Coughing","SIGN_SYMPTOM","C0010200","2"
"C0010265","Structure of posterior fossa of cranial cavity","BIOLOGICAL_STRUCTURE","C0010265","7"
"C0010268","Cranial Nerves","BIOLOGICAL_STRUCTURE","C0010268","1"
"C0010287","Creatine Kinase","DIAGNOSTIC_PROCEDURE","C0010287","1"
"C0010294","creatinine","DIAGNOSTIC_PROCEDURE","C0010294","9"
"C0010383","Crowding","SIGN_SYMPTOM","C0010383","3"
"C0010397","Crutches","OTHER_ENTITY","C0010397","1"
"C0010453","Anthropological Culture","DIAGNOSTIC_PROCEDURE","C0010453","3"
"C0010520","Cyanosis","SIGN_SYMPTOM","C0010520","4"
"C0010606","Adenoid Cystic Carcinoma","DISEASE_DISORDER","C0010606","3"
"C0010654","cysteine","TEXTURE","C0010654","1"
"C0010702","Cystoscopy","DIAGNOSTIC_PROCEDURE","C0010702","3"
"C0010705","Cystostomy","THERAPEUTIC_PROCEDURE","C0010705","2"
"C0010709","Cyst","SIGN_SYMPTOM","C0010709","13"
"C0010818","Cytological Techniques","DIAGNOSTIC_PROCEDURE","C0010818","6"
"C0010947","Dairy Products","DETAILED_DESCRIPTION","C0010947","1"
"C0011008","Date in time","DATE","C0011008","1"
"C0011017","Day Care, Medical","DETAILED_DESCRIPTION","C0011017","2"
"C0011079","Debridement","THERAPEUTIC_PROCEDURE","C0011079","2"
"C0011127","Pressure Ulcer","DISEASE_DISORDER","C0011127","14"
"C0011164","Abnormal degeneration","DISEASE_DISORDER","C0011164","8"
"C0011168","Deglutition Disorders","SIGN_SYMPTOM","C0011168","2"
"C0011175","Dehydration","SIGN_SYMPTOM","C0011175","7"
"C0011212","Delivery Rooms","NONBIOLOGICAL_LOCATION","C0011212","1"
"C0011253","Delusions","SIGN_SYMPTOM","C0011253","1"
"C0011304","Demyelination","DISEASE_DISORDER","C0011304","3"
"C0011321","Densitometry","NONBIOLOGICAL_LOCATION","C0011321","1"
"C0011331","Dental Procedures","THERAPEUTIC_PROCEDURE","C0011331","2"
"C0011334","Dental caries","BIOLOGICAL_STRUCTURE","C0011334","4"
"C0011344","Dental Clinics","NONBIOLOGICAL_LOCATION","C0011344","3"
"C0011379","Dental Materials","SIGN_SYMPTOM","C0011379","3"
"C0011546","emotional dependency","DISEASE_DISORDER","C0011546","1"
"C0011570","Mental Depression","DISEASE_DISORDER","C0011570","1"
"C0011615","Dermatitis, Atopic","DISEASE_DISORDER","C0011615","2"
"C0011627","Dermatology field","NONBIOLOGICAL_LOCATION","C0011627","2"
"C0011682","Desiccation","QUALITATIVE_CONCEPT","C0011682","1"
"C0011777","dexamethasone","MEDICATION","C0011777","1"
"C0011847","Diabetes","DISEASE_DISORDER","C0011847","6"
"C0011848","Diabetes Insipidus","DISEASE_DISORDER","C0011848","1"
"C0011854","Diabetes Mellitus, Insulin-Dependent","DISEASE_DISORDER","C0011854","1"
"C0011860","Diabetes Mellitus, Non-Insulin-Dependent","DISEASE_DISORDER","C0011860","1"
"C0011900","Diagnosis","CLINICAL_EVENT","C0011900","3"
"C0011923","Diagnostic Imaging","DIAGNOSTIC_PROCEDURE","C0011923","10"
"C0011980","Respiratory Diaphragm","BIOLOGICAL_STRUCTURE","C0011980","1"
"C0011991","Diarrhea","SIGN_SYMPTOM","C0011991","3"
"C0012000","Diastole","BIOLOGICAL_ATTRIBUTE","C0012000","4"
"C0012155","Diet","ACTIVITY","C0012155","7"
"C0012164","Formula - diet","THERAPEUTIC_PROCEDURE","C0012164","1"
"C0012167","Reducing diet","THERAPEUTIC_PROCEDURE","C0012167","2"
"C0012222","Diffusion","DIAGNOSTIC_PROCEDURE","C0012222","1"
"C0012359","Pathological Dilatation","SIGN_SYMPTOM","C0012359","7"
"C0012619","disc disorder","DISEASE_DISORDER","C0012619","2"
"C0012621","Body Fluid Discharge","THERAPEUTIC_PROCEDURE","C0012621","13"
"C0012634","Disease","DISEASE_DISORDER","C0012634","1"
"C0012683","Disinfection","THERAPEUTIC_PROCEDURE","C0012683","3"
"C0012727","Spatial Displacement","SIGN_SYMPTOM","C0012727","1"
"C0012751","Distance","DISTANCE","C0012751","1"
"C0012797","Diuresis","BIOLOGICAL_ATTRIBUTE","C0012797","1"
"C0012798","Diuretics","MEDICATION","C0012798","2"
"C0012817","Diverticulum","DISEASE_DISORDER","C0012817","2"
"C0012833","Dizziness","SIGN_SYMPTOM","C0012833","2"
"C0013119","Medical dressing","OTHER_ENTITY","C0013119","10"
"C0013144","Drowsiness","SIGN_SYMPTOM","C0013144","2"
"C0013182","Drug Allergy","DISEASE_DISORDER","C0013182","1"
"C0013216","Pharmacotherapy","THERAPEUTIC_PROCEDURE","C0013216","33"
"C0013220","Drug Tolerance","CLINICAL_EVENT","C0013220","3"
"C0013227","Pharmaceutical Preparations","MEDICATION","C0013227","15"
"C0013231","Drugs, Non-Prescription","MEDICATION","C0013231","1"
"C0013274","Patent ductus arteriosus","DISEASE_DISORDER","C0013274","6"
"C0013336","Dwarfism","SIGN_SYMPTOM","C0013336","2"
"C0013404","Dyspnea","SIGN_SYMPTOM","C0013404","25"
"C0013453","External Ear","BIOLOGICAL_STRUCTURE","C0013453","3"
"C0013516","Echocardiography","DIAGNOSTIC_PROCEDURE","C0013516","9"
"C0013604","Edema","SIGN_SYMPTOM","C0013604","36"
"C0013687","effusion","SIGN_SYMPTOM","C0013687","9"
"C0013720","Ehlers-Danlos Syndrome","DISEASE_DISORDER","C0013720","3"
"C0013770","Elbow joint structure","BIOLOGICAL_STRUCTURE","C0013770","1"
"C0013778","Electric Countershock","THERAPEUTIC_PROCEDURE","C0013778","5"
"C0013798","Electrocardiogram","DIAGNOSTIC_PROCEDURE","C0013798","10"
"C0013801","Holter Electrocardiography","DIAGNOSTIC_PROCEDURE","C0013801","6"
"C0013812","electrode","OTHER_ENTITY","C0013812","9"
"C0013831","Electrolyte Balance","MEDICATION","C0013831","1"
"C0013832","Electrolytes","DIAGNOSTIC_PROCEDURE","C0013832","12"
"C0013865","Electrophysiology (science)","NONBIOLOGICAL_LOCATION","C0013865","1"
"C0013867","Electroretinography","DIAGNOSTIC_PROCEDURE","C0013867","1"
"C0013930","Embolism, Tumor","DISEASE_DISORDER","C0013930","3"
"C0013956","Emergency Situation","DETAILED_DESCRIPTION","C0013956","1"
"C0013983","Emollients","MEDICATION","C0013983","1"
"C0013990","Pathological accumulation of air in tissues","DISEASE_DISORDER","C0013990","1"
"C0014116","Endocardial Cushion Defects","BIOLOGICAL_STRUCTURE","C0014116","1"
"C0014121","Bacterial Endocarditis","DISEASE_DISORDER","C0014121","2"
"C0014136","Endocrine system","NONBIOLOGICAL_LOCATION","C0014136","3"
"C0014243","Endoscopes","OTHER_ENTITY","C0014243","1"
"C0014245","Endoscopy (procedure)","DIAGNOSTIC_PROCEDURE","C0014245","7"
"C0014268","Administration of enema","THERAPEUTIC_PROCEDURE","C0014268","1"
"C0014335","Enteritis","DISEASE_DISORDER","C0014335","1"
"C0014440","Clinical Enzyme Tests (procedure)","DIAGNOSTIC_PROCEDURE","C0014440","1"
"C0014448","eosine yellowish","COLOR","C0014448","1"
"C0014474","Ependymoma","DISEASE_DISORDER","C0014474","1"
"C0014520","Epidermis","BIOLOGICAL_STRUCTURE","C0014520","3"
"C0014544","Epilepsy","SIGN_SYMPTOM","C0014544","2"
"C0014563","epinephrine","MEDICATION","C0014563","25"
"C0014609","Epithelium","BIOLOGICAL_STRUCTURE","C0014609","1"
"C0014834","Escherichia coli","DISEASE_DISORDER","C0014834","1"
"C0015028","Ethmoid sinus structure","BIOLOGICAL_STRUCTURE","C0015028","6"
"C0015230","Exanthema","SIGN_SYMPTOM","C0015230","1"
"C0015252","removal technique","BIOLOGICAL_STRUCTURE","C0015252","27"
"C0015258","Evisceration - action","SEVERITY","C0015258","1"
"C0015259","Exercise","ACTIVITY","C0015259","8"
"C0015264","Exertion","ACTIVITY","C0015264","2"
"C0015302","External exotoses","DISEASE_DISORDER","C0015302","1"
"C0015357","Extracorporeal Membrane Oxygenation","THERAPEUTIC_PROCEDURE","C0015357","1"
"C0015371","Extrapyramidal Disorders","DISEASE_DISORDER","C0015371","1"
"C0015385","Limb structure","BIOLOGICAL_STRUCTURE","C0015385","1"
"C0015388","Exudate","SIGN_SYMPTOM","C0015388","1"
"C0015392","Eye","BIOLOGICAL_STRUCTURE","C0015392","2"
"C0015450","Face","BIOLOGICAL_STRUCTURE","C0015450","6"
"C0015462","Facial nerve structure","BIOLOGICAL_STRUCTURE","C0015462","3"
"C0015663","Fasting","ACTIVITY","C0015663","6"
"C0015695","Fatty Liver","DISEASE_DISORDER","C0015695","1"
"C0015731","Feathers","TEXTURE","C0015731","1"
"C0015733","Feces","BIOLOGICAL_STRUCTURE","C0015733","2"
"C0015811","Femur","BIOLOGICAL_STRUCTURE","C0015811","1"
"C0015813","Head of femur","BIOLOGICAL_STRUCTURE","C0015813","1"
"C0015879","Ferritin","BIOLOGICAL_STRUCTURE","C0015879","1"
"C0015967","Fever","SIGN_SYMPTOM","C0015967","4"
"C0015982","Fibrin","BIOLOGICAL_STRUCTURE","C0015982","1"
"C0016006","fibrinogen","DIAGNOSTIC_PROCEDURE","C0016006","2"
"C0016018","Fibrinolytic Agents","MEDICATION","C0016018","1"
"C0016059","Fibrosis","SIGN_SYMPTOM","C0016059","23"
"C0016169","pathologic fistula","DISEASE_DISORDER","C0016169","1"
"C0016277","fluconazole","MEDICATION","C0016277","2"
"C0016284","Fluid Balance","DIAGNOSTIC_PROCEDURE","C0016284","2"
"C0016286","Fluid Therapy","THERAPEUTIC_PROCEDURE","C0016286","6"
